communities,Sc,order_interaction (with Sc),replicates,fraction_sugars_consumed
"Lt;Hop;Zb;Td;Zb;Sc8,wSc,5,3,0.956402127659574"
Sc5,wSc,0,1,0.962886356073211
Sc5,wSc,0,2,0.932231914893617
Sc5,wSc,0,3,0.911168085106383
Sc8,wSc,0,1,0.95078153078203
Sc8,wSc,0,2,0.944189361702128
Sc8,wSc,0,3,0.956657446808511
Sc5,wSc,0,1,0.955440432612313
Sc5,wSc,0,2,0.919806382978723
Sc5,wSc,0,3,0.898742553191489
Sc8,wSc,0,1,0.936846422628952
Sc8,wSc,0,2,0.935848936170213
Sc8,wSc,0,3,0.957168085106383
"Zb;Sp;Ap;Mp;,woSc,4,1,0.476946256239601"
"Zb;Sp;Ap;Mp;,woSc,4,2,0.552146808510638"
"Zb;Sp;Ap;Mp;,woSc,4,3,0.578402127659574"
"Zb;Sp;Ap;Mp;Ap;,woSc,5,1,0.517919633943428"
"Zb;Sp;Ap;Mp;Ap;,woSc,5,2,0.526487234042553"
"Zb;Sp;Ap;Mp;Ap;,woSc,5,3,0.575848936170213"
"Zb;Sp;Ap;Mp;Ap;Sc5,wSc,5,1,0.957187520798669"
"Zb;Sp;Ap;Mp;Ap;Sc5,wSc,5,2,0.9067"
"Zb;Sp;Ap;Mp;Ap;Sc5,wSc,5,3,0.902955319148936"
"Zb;Sp;Ap;Mp;Ap;Sc8,wSc,5,1,0.899367221297837"
"Zb;Sp;Ap;Mp;Ap;Sc8,wSc,5,2,0.888870212765957"
"Zb;Sp;Ap;Mp;Ap;Sc8,wSc,5,3,0.909721276595745"
"Zb;Sp;Ap;Mp;Hop;,woSc,5,1,0.467628452579035"
"Zb;Sp;Ap;Mp;Hop;,woSc,5,2,0.515210638297872"
"Zb;Sp;Ap;Mp;Hop;,woSc,5,3,0.58733829787234"
"Zb;Sp;Ap;Mp;Hop;Sc5,wSc,5,1,0.922287354409318"
"Zb;Sp;Ap;Mp;Hop;Sc5,wSc,5,2,0.889125531914894"
"Zb;Sp;Ap;Mp;Hop;Sc5,wSc,5,3,0.885253191489362"
"Zb;Sp;Ap;Mp;Hop;Sc8,wSc,5,1,0.946372212978369"
"Zb;Sp;Ap;Mp;Hop;Sc8,wSc,5,2,0.938317021276596"
"Zb;Sp;Ap;Mp;Hop;Sc8,wSc,5,3,0.954657446808511"
"Zb;Sp;Ap;Mp;Ku;,woSc,5,1,0.567836439267887"
"Zb;Sp;Ap;Mp;Ku;,woSc,5,2,0.508614893617021"
"Zb;Sp;Ap;Mp;Ku;,woSc,5,3,0.589806382978723"
"Zb;Sp;Ap;Mp;Ku;Sc5,wSc,5,1,0.949949584026622"
"Zb;Sp;Ap;Mp;Ku;Sc5,wSc,5,2,0.88933829787234"
"Zb;Sp;Ap;Mp;Ku;Sc5,wSc,5,3,0.894614893617021"
"Zb;Sp;Ap;Mp;Ku;Sc8,wSc,5,1,0.877778202995008"
"Zb;Sp;Ap;Mp;Ku;Sc8,wSc,5,2,0.872529787234043"
"Zb;Sp;Ap;Mp;Ku;Sc8,wSc,5,3,0.904997872340426"
"Zb;Sp;Ap;Mp;Lt;,woSc,5,1,0.74697"
"Zb;Sp;Ap;Mp;Lt;,woSc,5,2,0.688572340425532"
"Zb;Sp;Ap;Mp;Lt;,woSc,5,3,0.731125531914893"
"Zb;Sp;Ap;Mp;Lt;Sc5,wSc,5,1,0.963011148086522"
"Zb;Sp;Ap;Mp;Lt;Sc5,wSc,5,2,0.934359574468085"
"Zb;Sp;Ap;Mp;Lt;Sc5,wSc,5,3,0.909423404255319"
"Zb;Sp;Ap;Mp;Lt;Sc8,wSc,5,1,0.951363893510815"
"Zb;Sp;Ap;Mp;Lt;Sc8,wSc,5,2,0.947253191489362"
"Zb;Sp;Ap;Mp;Lt;Sc8,wSc,5,3,0.954785106382979"
"Zb;Sp;Ap;Mp;Mp;,woSc,5,1,0.511139267886855"
"Zb;Sp;Ap;Mp;Mp;,woSc,5,2,0.494146808510638"
"Zb;Sp;Ap;Mp;Mp;,woSc,5,3,0.523295744680851"
"Zb;Sp;Ap;Mp;Mp;Sc5,wSc,5,1,0.918626788685524"
"Zb;Sp;Ap;Mp;Mp;Sc5,wSc,5,2,0.846912765957447"
"Zb;Sp;Ap;Mp;Mp;Sc5,wSc,5,3,0.864614893617021"
"Zb;Sp;Ap;Mp;Mp;Sc8,wSc,5,1,0.850531946755408"
"Zb;Sp;Ap;Mp;Mp;Sc8,wSc,5,2,0.83933829787234"
"Zb;Sp;Ap;Mp;Mp;Sc8,wSc,5,3,0.868955319148936"
"Zb;Sp;Ap;Mp;Pk;,woSc,5,1,0.437844758735441"
"Zb;Sp;Ap;Mp;Pk;,woSc,5,2,0.45401914893617"
"Zb;Sp;Ap;Mp;Pk;,woSc,5,3,0.546870212765957"
"Zb;Sp;Ap;Mp;Pk;Sc5,wSc,5,1,0.895956239600666"
"Zb;Sp;Ap;Mp;Pk;Sc5,wSc,5,2,0.849593617021277"
"Zb;Sp;Ap;Mp;Pk;Sc5,wSc,5,3,0.847891489361702"
"Zb;Sp;Ap;Mp;Pk;Sc8,wSc,5,1,0.862636772046589"
"Zb;Sp;Ap;Mp;Pk;Sc8,wSc,5,2,0.8447"
"Zb;Sp;Ap;Mp;Pk;Sc8,wSc,5,3,0.836572340425532"
"Zb;Sp;Ap;Mp;Sc5,wSc,4,1,0.956022795341098"
"Zb;Sp;Ap;Mp;Sc5,wSc,4,2,0.919551063829787"
"Zb;Sp;Ap;Mp;Sc5,wSc,4,3,0.8987"
"Zb;Sp;Ap;Mp;Sc8,wSc,4,1,0.924991181364393"
"Zb;Sp;Ap;Mp;Sc8,wSc,4,2,0.930742553191489"
"Zb;Sp;Ap;Mp;Sc8,wSc,4,3,0.957253191489362"
"Zb;Sp;Ap;Mp;Sp;,woSc,5,1,0.629774875207987"
"Zb;Sp;Ap;Mp;Sp;,woSc,5,2,0.603168085106383"
"Zb;Sp;Ap;Mp;Sp;,woSc,5,3,0.636572340425532"
"Zb;Sp;Ap;Mp;Sp;Sc5,wSc,5,1,0.962636772046589"
"Zb;Sp;Ap;Mp;Sp;Sc5,wSc,5,2,0.926444680851064"
"Zb;Sp;Ap;Mp;Sp;Sc5,wSc,5,3,0.907763829787234"
"Zb;Sp;Ap;Mp;Sp;Sc8,wSc,5,1,0.943418801996672"
"Zb;Sp;Ap;Mp;Sp;Sc8,wSc,5,2,0.933848936170213"
"Zb;Sp;Ap;Mp;Sp;Sc8,wSc,5,3,0.953848936170213"
"Zb;Sp;Ap;Mp;Td;,woSc,5,1,0.624325623960067"
"Zb;Sp;Ap;Mp;Td;,woSc,5,2,0.629295744680851"
"Zb;Sp;Ap;Mp;Td;,woSc,5,3,0.662614893617021"
"Zb;Sp;Ap;Mp;Td;Sc5,wSc,5,1,0.957229118136439"
"Zb;Sp;Ap;Mp;Td;Sc5,wSc,5,2,0.907976595744681"
"Zb;Sp;Ap;Mp;Td;Sc5,wSc,5,3,0.899976595744681"
"Zb;Sp;Ap;Mp;Td;Sc8,wSc,5,1,0.866630116472546"
"Zb;Sp;Ap;Mp;Td;Sc8,wSc,5,2,0.86806170212766"
"Zb;Sp;Ap;Mp;Td;Sc8,wSc,5,3,0.899806382978723"
"Zb;Sp;Ap;Mp;Wa;,woSc,5,1,0.658227454242928"
"Zb;Sp;Ap;Mp;Wa;,woSc,5,2,0.591210638297872"
"Zb;Sp;Ap;Mp;Wa;,woSc,5,3,0.679848936170213"
"Zb;Sp;Ap;Mp;Wa;Sc5,wSc,5,1,0.962636772046589"
"Zb;Sp;Ap;Mp;Wa;Sc5,wSc,5,2,0.928146808510638"
"Zb;Sp;Ap;Mp;Wa;Sc5,wSc,5,3,0.908614893617021"
"Zb;Sp;Ap;Mp;Wa;Sc8,wSc,5,1,0.944666722129784"
"Zb;Sp;Ap;Mp;Wa;Sc8,wSc,5,2,0.934785106382979"
"Zb;Sp;Ap;Mp;Wa;Sc8,wSc,5,3,0.955891489361702"
"Zb;Sp;Ap;Mp;Zb;,woSc,5,1,0.522287354409318"
"Zb;Sp;Ap;Mp;Zb;,woSc,5,2,0.583976595744681"
"Zb;Sp;Ap;Mp;Zb;,woSc,5,3,0.623891489361702"
"Zb;Sp;Ap;Mp;Zb;Sc5,wSc,5,1,0.962012811980033"
"Zb;Sp;Ap;Mp;Zb;Sc5,wSc,5,2,0.91533829787234"
"Zb;Sp;Ap;Mp;Zb;Sc5,wSc,5,3,0.909848936170213"
"Zb;Sp;Ap;Mp;Zb;Sc8,wSc,5,1,0.951946256239601"
"Zb;Sp;Ap;Mp;Zb;Sc8,wSc,5,2,0.943593617021277"
"Zb;Sp;Ap;Mp;Zb;Sc8,wSc,5,3,0.956402127659574"
"Lt;Hop;Ku;Ap;,woSc,4,1,0.723992845257904"
"Lt;Hop;Ku;Ap;,woSc,4,2,0.753763829787234"
"Lt;Hop;Ku;Ap;,woSc,4,3,0.809806382978723"
"Lt;Hop;Ku;Ap;Ap;,woSc,5,1,0.702902995008319"
"Lt;Hop;Ku;Ap;Ap;,woSc,5,2,0.750997872340425"
"Lt;Hop;Ku;Ap;Ap;,woSc,5,3,0.743423404255319"
"Lt;Hop;Ku;Ap;Ap;Sc5,wSc,5,1,0.93555690515807"
"Lt;Hop;Ku;Ap;Ap;Sc5,wSc,5,2,0.863125531914894"
"Lt;Hop;Ku;Ap;Ap;Sc5,wSc,5,3,0.881082978723404"
"Lt;Hop;Ku;Ap;Ap;Sc8,wSc,5,1,0.85618918469218"
"Lt;Hop;Ku;Ap;Ap;Sc8,wSc,5,2,0.839295744680851"
"Lt;Hop;Ku;Ap;Ap;Sc8,wSc,5,3,0.859465957446809"
"Lt;Hop;Ku;Ap;Hop;,woSc,5,1,0.943709983361065"
"Lt;Hop;Ku;Ap;Hop;,woSc,5,2,0.896444680851064"
"Lt;Hop;Ku;Ap;Hop;,woSc,5,3,0.851423404255319"
"Lt;Hop;Ku;Ap;Hop;Sc5,wSc,5,1,0.947245757071547"
"Lt;Hop;Ku;Ap;Hop;Sc5,wSc,5,2,0.891125531914894"
"Lt;Hop;Ku;Ap;Hop;Sc5,wSc,5,3,0.872614893617021"
"Lt;Hop;Ku;Ap;Hop;Sc8,wSc,5,1,0.939092678868553"
"Lt;Hop;Ku;Ap;Hop;Sc8,wSc,5,2,0.938444680851064"
"Lt;Hop;Ku;Ap;Hop;Sc8,wSc,5,3,0.955806382978723"
"Lt;Hop;Ku;Ap;Ku;,woSc,5,1,0.639259068219634"
"Lt;Hop;Ku;Ap;Ku;,woSc,5,2,0.65406170212766"
"Lt;Hop;Ku;Ap;Ku;,woSc,5,3,0.672146808510638"
"Lt;Hop;Ku;Ap;Ku;Sc5,wSc,5,1,0.914175873544093"
"Lt;Hop;Ku;Ap;Ku;Sc5,wSc,5,2,0.8527"
"Lt;Hop;Ku;Ap;Ku;Sc5,wSc,5,3,0.861210638297872"
"Lt;Hop;Ku;Ap;Ku;Sc8,wSc,5,1,0.845165890183028"
"Lt;Hop;Ku;Ap;Ku;Sc8,wSc,5,2,0.852104255319149"
"Lt;Hop;Ku;Ap;Ku;Sc8,wSc,5,3,0.876444680851064"
"Lt;Hop;Ku;Ap;Lt;,woSc,5,1,0.51208"
"Lt;Hop;Ku;Ap;Lt;,woSc,5,2,0.523806382978723"
"Lt;Hop;Ku;Ap;Lt;,woSc,5,3,0.574359574468085"
"Lt;Hop;Ku;Ap;Lt;Sc5,wSc,5,1,0.957977870216306"
"Lt;Hop;Ku;Ap;Lt;Sc5,wSc,5,2,0.920529787234043"
"Lt;Hop;Ku;Ap;Lt;Sc5,wSc,5,3,0.897721276595745"
"Lt;Hop;Ku;Ap;Lt;Sc8,wSc,5,1,0.938011148086522"
"Lt;Hop;Ku;Ap;Lt;Sc8,wSc,5,2,0.937763829787234"
"Lt;Hop;Ku;Ap;Lt;Sc8,wSc,5,3,0.955934042553191"
"Lt;Hop;Ku;Ap;Mp;,woSc,5,1,0.575989517470882"
"Lt;Hop;Ku;Ap;Mp;,woSc,5,2,0.557976595744681"
"Lt;Hop;Ku;Ap;Mp;,woSc,5,3,0.58201914893617"
"Lt;Hop;Ku;Ap;Mp;Sc5,wSc,5,1,0.850323960066556"
"Lt;Hop;Ku;Ap;Mp;Sc5,wSc,5,2,0.774487234042553"
"Lt;Hop;Ku;Ap;Mp;Sc5,wSc,5,3,0.755295744680851"
"Lt;Hop;Ku;Ap;Mp;Sc8,wSc,5,1,0.788593510815308"
"Lt;Hop;Ku;Ap;Mp;Sc8,wSc,5,2,0.766359574468085"
"Lt;Hop;Ku;Ap;Mp;Sc8,wSc,5,3,0.786359574468085"
"Lt;Hop;Ku;Ap;Pk;,woSc,5,1,0.746704991680532"
"Lt;Hop;Ku;Ap;Pk;,woSc,5,2,0.742572340425532"
"Lt;Hop;Ku;Ap;Pk;,woSc,5,3,0.796189361702128"
"Lt;Hop;Ku;Ap;Pk;Sc5,wSc,5,1,0.920207487520799"
"Lt;Hop;Ku;Ap;Pk;Sc5,wSc,5,2,0.854189361702128"
"Lt;Hop;Ku;Ap;Pk;Sc5,wSc,5,3,0.863295744680851"
"Lt;Hop;Ku;Ap;Pk;Sc8,wSc,5,1,0.875199168053245"
"Lt;Hop;Ku;Ap;Pk;Sc8,wSc,5,2,0.846146808510638"
"Lt;Hop;Ku;Ap;Pk;Sc8,wSc,5,3,0.856444680851064"
"Lt;Hop;Ku;Ap;Sc5,wSc,4,1,0.944417138103161"
"Lt;Hop;Ku;Ap;Sc5,wSc,4,2,0.906444680851064"
"Lt;Hop;Ku;Ap;Sc5,wSc,4,3,0.889721276595745"
"Lt;Hop;Ku;Ap;Sc8,wSc,4,1,0.890714975041597"
"Lt;Hop;Ku;Ap;Sc8,wSc,4,2,0.902870212765957"
"Lt;Hop;Ku;Ap;Sc8,wSc,4,3,0.914657446808511"
"Lt;Hop;Ku;Ap;Sp;,woSc,5,1,0.78451697171381"
"Lt;Hop;Ku;Ap;Sp;,woSc,5,2,0.776955319148936"
"Lt;Hop;Ku;Ap;Sp;,woSc,5,3,0.802146808510638"
"Lt;Hop;Ku;Ap;Sp;Sc5,wSc,5,1,0.945082695507487"
"Lt;Hop;Ku;Ap;Sp;Sc5,wSc,5,2,0.8907"
"Lt;Hop;Ku;Ap;Sp;Sc5,wSc,5,3,0.89206170212766"
"Lt;Hop;Ku;Ap;Sp;Sc8,wSc,5,1,0.908934608985025"
"Lt;Hop;Ku;Ap;Sp;Sc8,wSc,5,2,0.888104255319149"
"Lt;Hop;Ku;Ap;Sp;Sc8,wSc,5,3,0.924997872340426"
"Lt;Hop;Ku;Ap;Td;,woSc,5,1,0.797204159733777"
"Lt;Hop;Ku;Ap;Td;,woSc,5,2,0.799551063829787"
"Lt;Hop;Ku;Ap;Td;,woSc,5,3,0.832827659574468"
"Lt;Hop;Ku;Ap;Td;Sc5,wSc,5,1,0.935140931780366"
"Lt;Hop;Ku;Ap;Td;Sc5,wSc,5,2,0.88001914893617"
"Lt;Hop;Ku;Ap;Td;Sc5,wSc,5,3,0.889508510638298"
"Lt;Hop;Ku;Ap;Td;Sc8,wSc,5,1,0.870041098169717"
"Lt;Hop;Ku;Ap;Td;Sc8,wSc,5,2,0.869593617021277"
"Lt;Hop;Ku;Ap;Td;Sc8,wSc,5,3,0.869551063829787"
"Lt;Hop;Ku;Ap;Wa;,woSc,5,1,0.728734941763727"
"Lt;Hop;Ku;Ap;Wa;,woSc,5,2,0.685806382978723"
"Lt;Hop;Ku;Ap;Wa;,woSc,5,3,0.704572340425532"
"Lt;Hop;Ku;Ap;Wa;Sc5,wSc,5,1,0.823373"
"Lt;Hop;Ku;Ap;Wa;Sc5,wSc,5,2,0.786104255319149"
"Lt;Hop;Ku;Ap;Wa;Sc5,wSc,5,3,0.811465957446808"
"Lt;Hop;Ku;Ap;Wa;Sc8,wSc,5,1,0.863884692179701"
"Lt;Hop;Ku;Ap;Wa;Sc8,wSc,5,2,0.843593617021277"
"Lt;Hop;Ku;Ap;Wa;Sc8,wSc,5,3,0.893721276595745"
"Lt;Hop;Ku;Ap;Zb;,woSc,5,1,0.898868053244592"
"Lt;Hop;Ku;Ap;Zb;,woSc,5,2,0.890742553191489"
"Lt;Hop;Ku;Ap;Zb;,woSc,5,3,0.879508510638298"
"Lt;Hop;Ku;Ap;Zb;Sc5,wSc,5,1,0.958643427620632"
"Lt;Hop;Ku;Ap;Zb;Sc5,wSc,5,2,0.907848936170213"
"Lt;Hop;Ku;Ap;Zb;Sc5,wSc,5,3,0.898529787234043"
"Lt;Hop;Ku;Ap;Zb;Sc8,wSc,5,1,0.93880149750416"
"Lt;Hop;Ku;Ap;Zb;Sc8,wSc,5,2,0.937082978723404"
"Lt;Hop;Ku;Ap;Zb;Sc8,wSc,5,3,0.956444680851064"
Sc5,wSc,0,1,0.946996173044925
Sc5,wSc,0,2,0.911976595744681
Sc5,wSc,0,3,0.889678723404255
Sc8,wSc,0,1,0.929733277870216
Sc8,wSc,0,2,0.927593617021277
Sc8,wSc,0,3,0.953806382978723
Sc5,wSc,0,1,0.942212479201331
Sc5,wSc,0,2,0.906487234042553
Sc5,wSc,0,3,0.88401914893617
Sc8,wSc,0,1,0.925282362728785
Sc8,wSc,0,2,0.92801914893617
Sc8,wSc,0,3,0.948529787234042
"Sp;Ap;Mp;Pk;,woSc,4,1,0.386222462562396"
"Sp;Ap;Mp;Pk;,woSc,4,2,0.388827659574468"
"Sp;Ap;Mp;Pk;,woSc,4,3,0.464955319148936"
"Sp;Ap;Mp;Pk;Ap;,woSc,5,1,0.414841430948419"
"Sp;Ap;Mp;Pk;Ap;,woSc,5,2,0.410742553191489"
"Sp;Ap;Mp;Pk;Ap;,woSc,5,3,0.447848936170213"
"Sp;Ap;Mp;Pk;Ap;Sc5,wSc,5,1,0.816172545757072"
"Sp;Ap;Mp;Pk;Ap;Sc5,wSc,5,2,0.742572340425532"
"Sp;Ap;Mp;Pk;Ap;Sc5,wSc,5,3,0.766572340425532"
"Sp;Ap;Mp;Pk;Ap;Sc8,wSc,5,1,0.818044425956739"
"Sp;Ap;Mp;Pk;Ap;Sc8,wSc,5,2,0.811891489361702"
"Sp;Ap;Mp;Pk;Ap;Sc8,wSc,5,3,0.816317021276596"
"Sp;Ap;Mp;Pk;Hop;,woSc,5,1,0.423743261231281"
"Sp;Ap;Mp;Pk;Hop;,woSc,5,2,0.48138085106383"
"Sp;Ap;Mp;Pk;Hop;,woSc,5,3,0.503253191489362"
"Sp;Ap;Mp;Pk;Hop;Sc5,wSc,5,1,0.794125956738769"
"Sp;Ap;Mp;Pk;Hop;Sc5,wSc,5,2,0.749551063829787"
"Sp;Ap;Mp;Pk;Hop;Sc5,wSc,5,3,0.741934042553192"
"Sp;Ap;Mp;Pk;Hop;Sc8,wSc,5,1,0.841713311148087"
"Sp;Ap;Mp;Pk;Hop;Sc8,wSc,5,2,0.832912765957447"
"Sp;Ap;Mp;Pk;Hop;Sc8,wSc,5,3,0.869976595744681"
"Sp;Ap;Mp;Pk;Ku;,woSc,5,1,0.420997836938436"
"Sp;Ap;Mp;Pk;Ku;,woSc,5,2,0.433465957446808"
"Sp;Ap;Mp;Pk;Ku;,woSc,5,3,0.463678723404255"
"Sp;Ap;Mp;Pk;Ku;Sc5,wSc,5,1,0.809724958402662"
"Sp;Ap;Mp;Pk;Ku;Sc5,wSc,5,2,0.739934042553192"
"Sp;Ap;Mp;Pk;Ku;Sc5,wSc,5,3,0.705082978723404"
"Sp;Ap;Mp;Pk;Ku;Sc8,wSc,5,1,0.806355574043261"
"Sp;Ap;Mp;Pk;Ku;Sc8,wSc,5,2,0.796317021276596"
"Sp;Ap;Mp;Pk;Ku;Sc8,wSc,5,3,0.792402127659574"
"Sp;Ap;Mp;Pk;Lt;,woSc,5,1,0.6803775"
"Sp;Ap;Mp;Pk;Lt;,woSc,5,2,0.653976595744681"
"Sp;Ap;Mp;Pk;Lt;,woSc,5,3,0.706870212765957"
"Sp;Ap;Mp;Pk;Lt;Sc5,wSc,5,1,0.82688"
"Sp;Ap;Mp;Pk;Lt;Sc5,wSc,5,2,0.820997872340426"
"Sp;Ap;Mp;Pk;Lt;Sc5,wSc,5,3,0.836444680851064"
"Sp;Ap;Mp;Pk;Lt;Sc8,wSc,5,1,0.928402163061564"
"Sp;Ap;Mp;Pk;Lt;Sc8,wSc,5,2,0.932146808510638"
"Sp;Ap;Mp;Pk;Lt;Sc8,wSc,5,3,0.955423404255319"
"Sp;Ap;Mp;Pk;Mp;,woSc,5,1,0.38235391014975"
"Sp;Ap;Mp;Pk;Mp;,woSc,5,2,0.379636170212766"
"Sp;Ap;Mp;Pk;Mp;,woSc,5,3,0.463976595744681"
"Sp;Ap;Mp;Pk;Mp;Sc5,wSc,5,1,0.786929617304493"
"Sp;Ap;Mp;Pk;Mp;Sc5,wSc,5,2,0.720614893617021"
"Sp;Ap;Mp;Pk;Mp;Sc5,wSc,5,3,0.738444680851064"
"Sp;Ap;Mp;Pk;Mp;Sc8,wSc,5,1,0.782520299500832"
"Sp;Ap;Mp;Pk;Mp;Sc8,wSc,5,2,0.797295744680851"
"Sp;Ap;Mp;Pk;Mp;Sc8,wSc,5,3,0.763721276595745"
"Sp;Ap;Mp;Pk;Pk;,woSc,5,1,0.344583527454243"
"Sp;Ap;Mp;Pk;Pk;,woSc,5,2,0.349508510638298"
"Sp;Ap;Mp;Pk;Pk;,woSc,5,3,0.428912765957447"
"Sp;Ap;Mp;Pk;Pk;Sc5,wSc,5,1,0.76380149750416"
"Sp;Ap;Mp;Pk;Pk;Sc5,wSc,5,2,0.732359574468085"
"Sp;Ap;Mp;Pk;Pk;Sc5,wSc,5,3,0.700870212765958"
"Sp;Ap;Mp;Pk;Pk;Sc8,wSc,5,1,0.786929617304493"
"Sp;Ap;Mp;Pk;Pk;Sc8,wSc,5,2,0.780146808510638"
"Sp;Ap;Mp;Pk;Pk;Sc8,wSc,5,3,0.739338297872341"
"Sp;Ap;Mp;Pk;Sc5,wSc,4,1,0.851447088186356"
"Sp;Ap;Mp;Pk;Sc5,wSc,4,2,0.845891489361702"
"Sp;Ap;Mp;Pk;Sc5,wSc,4,3,0.824572340425532"
"Sp;Ap;Mp;Pk;Sc8,wSc,4,1,0.834059400998336"
"Sp;Ap;Mp;Pk;Sc8,wSc,4,2,0.859125531914894"
"Sp;Ap;Mp;Pk;Sc8,wSc,4,3,0.850529787234042"
"Sp;Ap;Mp;Pk;Sp;,woSc,5,1,0.597079367720466"
"Sp;Ap;Mp;Pk;Sp;,woSc,5,2,0.553168085106383"
"Sp;Ap;Mp;Pk;Sp;,woSc,5,3,0.658061702127659"
"Sp;Ap;Mp;Pk;Sp;Sc5,wSc,5,1,0.857894675540765"
"Sp;Ap;Mp;Pk;Sp;Sc5,wSc,5,2,0.771721276595745"
"Sp;Ap;Mp;Pk;Sp;Sc5,wSc,5,3,0.754912765957447"
"Sp;Ap;Mp;Pk;Sp;Sc8,wSc,5,1,0.863011148086522"
"Sp;Ap;Mp;Pk;Sp;Sc8,wSc,5,2,0.842274468085106"
"Sp;Ap;Mp;Pk;Sp;Sc8,wSc,5,3,0.853295744680851"
"Sp;Ap;Mp;Pk;Td;,woSc,5,1,0.561596838602329"
"Sp;Ap;Mp;Pk;Td;,woSc,5,2,0.556104255319149"
"Sp;Ap;Mp;Pk;Td;,woSc,5,3,0.605210638297872"
"Sp;Ap;Mp;Pk;Td;Sc5,wSc,5,1,0.833560232945092"
"Sp;Ap;Mp;Pk;Td;Sc5,wSc,5,2,0.798146808510638"
"Sp;Ap;Mp;Pk;Td;Sc5,wSc,5,3,0.770402127659574"
"Sp;Ap;Mp;Pk;Td;Sc8,wSc,5,1,0.795873044925125"
"Sp;Ap;Mp;Pk;Td;Sc8,wSc,5,2,0.812870212765957"
"Sp;Ap;Mp;Pk;Td;Sc8,wSc,5,3,0.787295744680851"
"Sp;Ap;Mp;Pk;Wa;,woSc,5,1,0.447162562396007"
"Sp;Ap;Mp;Pk;Wa;,woSc,5,2,0.453210638297872"
"Sp;Ap;Mp;Pk;Wa;,woSc,5,3,0.468402127659574"
"Sp;Ap;Mp;Pk;Wa;Sc5,wSc,5,1,0.842628452579035"
"Sp;Ap;Mp;Pk;Wa;Sc5,wSc,5,2,0.732742553191489"
"Sp;Ap;Mp;Pk;Wa;Sc5,wSc,5,3,0.730231914893617"
"Sp;Ap;Mp;Pk;Wa;Sc8,wSc,5,1,0.849367221297837"
"Sp;Ap;Mp;Pk;Wa;Sc8,wSc,5,2,0.832104255319149"
"Sp;Ap;Mp;Pk;Wa;Sc8,wSc,5,3,0.868444680851064"
"Sp;Ap;Mp;Pk;Zb;,woSc,5,1,0.440839767054908"
